id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
629,Meedoo,"Revision of Synth Sub in Pancreat Duct, Open Approach",800,856 Glacier Hill Terrace,Boston,Massachusetts,02208,65,2019-12-22 19:09:05,2019-11-09 08:12:44
630,Kare,"Supplement L Up Leg Muscle with Nonaut Sub, Open Approach",364,844 Sage Parkway,Staten Island,New York,10305,64,2019-12-14 15:14:06,2019-11-01 05:31:17
631,Dynabox,"Supplement L Temporal Art with Nonaut Sub, Open Approach",471,0 Raven Trail,Buffalo,New York,14276,54,2019-12-14 00:44:49,2019-11-02 21:39:11
632,Meetz,"Occlusion of Right Thyroid Artery, Perc Endo Approach",433,8 Holy Cross Center,Roanoke,Virginia,24040,39,2019-12-05 22:46:03,2019-11-20 03:22:17
633,Innotype,"Supplement Left Tarsal with Nonaut Sub, Perc Endo Approach",376,3920 Oak Lane,Staten Island,New York,10305,44,2019-11-29 01:38:39,2019-11-04 10:21:13
634,Rhycero,"Destruction of Left Brachial Vein, Open Approach",950,167 Crownhardt Road,Honolulu,Hawaii,96810,92,2019-12-27 21:56:36,2019-10-27 13:14:25
635,Realpoint,"Replacement of Right Testis with Synth Sub, Open Approach",332,0425 Crownhardt Place,Saint Paul,Minnesota,55188,32,2019-12-21 01:43:33,2019-11-25 16:08:51
636,Trilith,"Excision of Left Colic Artery, Open Approach, Diagnostic",303,5369 Harbort Lane,Baltimore,Maryland,21203,53,2019-12-24 16:25:27,2019-11-14 23:28:37
637,Avamba,"Supplement Pericardium with Synth Sub, Open Approach",805,5 Hagan Plaza,Harrisburg,Pennsylvania,17140,72,2019-12-18 16:51:20,2019-11-04 12:40:13
638,Eadel,"Drainage of Scalp Subcu/Fascia, Perc Approach, Diagn",510,9 Derek Circle,Denver,Colorado,80217,85,2019-12-02 15:44:03,2019-10-27 06:51:52
639,Tavu,"Revise of Radioact Elem in R Pleural Cav, Perc Endo Approach",364,70 Corscot Trail,Fort Worth,Texas,76134,69,2019-12-06 19:01:53,2019-10-29 07:45:41
640,Photolist,"Removal of Nonaut Sub from L Patella, Open Approach",593,3 Anniversary Road,Corona,California,92883,35,2019-12-15 08:40:44,2019-11-13 15:45:18
641,Tagpad,"Introduce Electrol/Water Bal in Pericard Cav, Perc",66,8136 Hauk Plaza,Memphis,Tennessee,38161,54,2019-12-19 07:28:12,2019-11-14 01:12:12
642,InnoZ,"Excision of Right Renal Vein, Percutaneous Approach, Diagn",419,2243 Golf Parkway,Syracuse,New York,13205,62,2019-12-25 16:26:22,2019-11-11 22:19:53
643,Wordify,"Supplement Left Middle Ear with Nonaut Sub, Open Approach",364,32596 Lillian Circle,Anchorage,Alaska,99507,37,2019-12-17 14:55:41,2019-11-25 01:32:31
644,Dynabox,"Bypass Left Ureter to Right Ureter, Open Approach",283,6941 Reinke Crossing,El Paso,Texas,79940,48,2019-12-13 10:15:28,2019-11-23 14:17:53
645,Shufflester,"Repair Colic Vein, Percutaneous Approach",896,822 Troy Circle,Wichita,Kansas,67210,77,2019-12-11 12:27:06,2019-10-29 20:35:36
646,Vimbo,"Introduce Autol Pancr Islet in Bil/Panc Tract, Via Opening",939,121 Bluejay Hill,Oklahoma City,Oklahoma,73147,29,2019-12-25 20:29:23,2019-11-05 16:10:49
647,Skalith,"Drainage of Small Intestine with Drainage Device, Endo",341,8 Dwight Circle,Ann Arbor,Michigan,48107,18,2019-12-05 01:26:28,2019-11-16 16:35:57
648,Reallinks,"Revision of Nonaut Sub in Low Tendon, Open Approach",822,63912 Toban Terrace,Winston Salem,North Carolina,27116,45,2019-12-27 00:39:20,2019-10-27 06:49:17
649,Realfire,"Dilate of L Peroneal Art with 2 Intralum Dev, Perc Approach",284,99 Warrior Court,Pasadena,California,91109,3,2019-12-10 03:11:54,2019-10-27 07:26:53
650,Innojam,"Repair Left Vocal Cord, Percutaneous Endoscopic Approach",339,3 Almo Lane,Buffalo,New York,14220,18,2019-12-07 08:48:35,2019-11-13 06:14:25
651,Cogilith,"Replacement of L Femor Vein with Nonaut Sub, Open Approach",724,1172 East Junction,Montpelier,Vermont,05609,64,2019-12-25 08:26:48,2019-11-22 20:11:52
652,Vinte,"Excision of Right Pleura, Percutaneous Approach",806,35 Dunning Lane,Dayton,Ohio,45419,87,2019-12-05 08:35:51,2019-11-03 23:26:53
653,Realmix,"Supplement L Int Iliac Art w Synth Sub, Perc Endo",360,424 Artisan Hill,Sioux Falls,South Dakota,57188,25,2019-12-21 10:57:36,2019-11-21 20:42:22
654,Roomm,"Insertion of Other Device into L Wrist, Perc Endo Approach",403,07 Eagan Street,Pensacola,Florida,32511,26,2019-12-20 17:37:52,2019-11-06 15:55:48
655,Feedfire,"Dilate Intracran Art, Bifurc, w Drug-elut Intra, Perc Endo",518,0 Blaine Street,Fresno,California,93762,75,2019-12-10 21:58:45,2019-11-04 08:47:15
656,Zoomcast,"Revision of Radioactive Element in Head, Perc Endo Approach",670,1 Logan Alley,Waterbury,Connecticut,06726,37,2019-12-01 18:39:07,2019-11-14 12:11:58
657,Thoughtstorm,"Extirpate matter from R Low Extrem Bursa/Lig, Perc Endo",540,0997 Lien Parkway,Winston Salem,North Carolina,27157,3,2019-12-12 08:44:12,2019-10-30 13:20:28
658,Teklist,"Dilate R Thyroid Art, Bifurc, w 4+ Intralum Dev, Perc Endo",389,246 Fallview Way,Bronx,New York,10469,63,2019-12-02 12:38:44,2019-11-05 11:06:41
659,Photobug,"Revision of Drainage Device in Stomach, External Approach",232,1810 Pond Drive,West Palm Beach,Florida,33421,73,2019-12-06 03:24:28,2019-11-04 14:17:06
660,Devify,"Drain L Low Leg Subcu/Fascia w Drain Dev, Perc",252,04 La Follette Place,Fort Collins,Colorado,80525,8,2019-12-25 01:37:46,2019-11-05 12:51:37
661,Skinte,"Replace of L Hand Subcu/Fascia with Autol Sub, Perc Approach",416,2 Golden Leaf Alley,Wilmington,Delaware,19892,22,2019-12-14 17:53:41,2019-11-10 18:51:40
662,Innotype,"Reattachment of Right Upper Eyelid, External Approach",189,5319 Killdeer Terrace,Decatur,Illinois,62525,38,2019-12-13 11:29:41,2019-11-16 14:27:15
663,BlogXS,"Excision of Sacral Sympathetic Nerve, Percutaneous Approach",946,55 Blue Bill Park Pass,Miami,Florida,33175,31,2019-12-05 15:21:14,2019-11-13 21:36:14
664,Skipstorm,"Supplement R Up Leg with Synth Sub, Perc Endo Approach",753,95 Ridgeway Place,Colorado Springs,Colorado,80935,95,2019-12-11 04:52:04,2019-11-06 06:08:39
665,Divape,Sensory/Processing Assess Integu Up Back/UE w Oth Equip,1000,3369 Dayton Road,Lake Charles,Louisiana,70607,40,2019-12-20 05:47:03,2019-11-25 05:27:23
666,Meevee,"Restriction of Left Upper Lobe Bronchus, Endo",561,713 Blaine Lane,Houston,Texas,77050,44,2019-11-30 11:19:37,2019-11-14 06:18:51
667,Jaloo,Fluoroscopy of Pelvic Arteries using Other Contrast,100,4293 Union Pass,Washington,District of Columbia,20310,88,2019-12-19 22:43:00,2019-11-05 21:00:56
668,Skajo,"Excision of L Com Carotid, Perc Endo Approach, Diagn",827,177 Crownhardt Court,Lees Summit,Missouri,64082,42,2019-12-06 06:34:48,2019-11-24 21:45:04
669,Rhyloo,"Gastrointestinal System, Replacement",588,598 Sage Park,Escondido,California,92030,96,2019-12-11 06:22:03,2019-11-15 05:31:41
670,Devcast,"Replacement of Right Mandible with Synth Sub, Open Approach",494,2 Vidon Terrace,Scottsdale,Arizona,85271,6,2019-12-06 10:34:08,2019-11-09 22:25:06
671,Mycat,"Excision of Bladder Neck, Open Approach",337,41 Prairie Rose Junction,Stockton,California,95219,90,2019-12-24 14:27:18,2019-11-07 22:46:39
672,Twitterbeat,"Restriction of Hepatic Art with Extralum Dev, Perc Approach",691,17 Mosinee Parkway,Baltimore,Maryland,21239,84,2019-12-07 19:36:39,2019-11-07 15:17:13
673,Browsedrive,"Fusion of Coccygeal Joint with Synth Sub, Open Approach",178,8 Sunnyside Drive,Hartford,Connecticut,06120,82,2019-12-15 12:45:34,2019-11-15 17:04:04
674,Eimbee,"Insertion of Intramed Fix into L Humeral Head, Perc Approach",994,053 Cottonwood Point,Birmingham,Alabama,35210,82,2019-12-06 20:05:18,2019-10-27 19:26:00
675,Realblab,"Destruction of Thor Symp Nrv, Perc Endo Approach",530,812 Sunnyside Crossing,Houston,Texas,77030,37,2019-12-22 03:06:34,2019-11-03 17:24:56
676,Wikido,"Bypass Bladder to Ileocutaneous, Perc Endo Approach",484,5759 Marquette Plaza,Chicago,Illinois,60624,14,2019-12-27 14:05:55,2019-10-31 17:07:19
677,Flashdog,"Extirpation of Matter from Hepatic Vein, Perc Endo Approach",955,97 Marcy Street,Bridgeport,Connecticut,06673,63,2019-12-19 23:33:06,2019-11-26 14:26:04
678,Browsetype,ROM/Jt Integrity Assess Musculosk Whole w Oth Equip,484,4 Ridgeway Avenue,Knoxville,Tennessee,37914,59,2019-12-16 07:48:05,2019-11-06 18:58:42
679,Tagcat,"Bypass L Ulnar Art to Low Arm Vein w Synth Sub, Open",998,6103 Roxbury Terrace,Kansas City,Missouri,64153,97,2019-12-14 09:48:47,2019-11-25 20:07:46
680,Voonyx,"Revision of Tracheostomy Device in Trachea, Extern Approach",429,896 Luster Pass,Lincoln,Nebraska,68510,2,2019-12-10 18:32:26,2019-11-09 00:52:38
681,Youopia,"Drainage of Tonsils, Open Approach",622,0 Bellgrove Place,Seattle,Washington,98158,76,2019-12-09 13:30:37,2019-11-09 07:15:24
682,Skajo,"Dilate R Com Carotid, Bifurc, w 3 Intralum Dev, Perc",18,7 Ridgeview Road,Washington,District of Columbia,20414,42,2019-11-29 01:07:56,2019-11-23 10:32:10
683,Roomm,"Restrict L Up Extrem Lymph w Intralum Dev, Perc",430,40600 Walton Pass,Colorado Springs,Colorado,80910,18,2019-12-20 18:51:30,2019-11-08 22:01:25
684,Fliptune,"Destruction of Right Lower Eyelid, Open Approach",48,80 Arizona Center,Atlanta,Georgia,30375,8,2019-12-18 08:03:49,2019-11-13 22:17:52
685,Kamba,"Bypass 3 Cor Art from Cor Art with Autol Vn, Open Approach",15,8 Utah Crossing,Columbus,Ohio,43268,40,2019-12-20 05:21:44,2019-11-02 17:29:07
686,Devbug,"Bursae and Ligaments, Resection",680,192 Morning Parkway,Largo,Florida,33777,56,2019-12-17 23:42:48,2019-10-28 04:00:49
687,DabZ,"Release Post Neck Subcu/Fascia, Open Approach",713,845 Merrick Terrace,Fresno,California,93709,68,2019-11-30 02:34:02,2019-11-08 10:13:21
688,Dynabox,"Revision of Synth Sub in L Toe Phalanx Jt, Perc Approach",637,97 Michigan Parkway,New Haven,Connecticut,06533,6,2019-12-03 12:37:44,2019-11-08 11:45:32
689,Devbug,"Release Minor Salivary Gland, Open Approach",633,3 Moose Way,Concord,California,94522,50,2019-12-15 10:31:06,2019-11-12 05:16:21
690,Mudo,"Repair Right Brachial Artery, Perc Endo Approach",930,98 Ridgeview Avenue,Orlando,Florida,32868,77,2019-12-25 02:20:15,2019-11-15 08:55:05
691,Skajo,Removal of Packing Material on Abdominal Wall,717,988 Anthes Alley,Redwood City,California,94064,36,2019-12-12 01:14:31,2019-11-17 06:43:41
692,Ailane,"Drainage of Right Hand Tendon, Perc Endo Approach",75,552 Lien Place,Mobile,Alabama,36610,10,2019-12-13 12:14:51,2019-11-18 05:56:32
693,Jabberbean,"Revision of Synth Sub in Trunk Subcu/Fascia, Extern Approach",150,8284 Grim Avenue,Shreveport,Louisiana,71151,77,2019-12-02 11:47:26,2019-11-01 13:58:16
694,Thoughtsphere,"Destruction of Right Pulmonary Vein, Open Approach",4,42080 Center Hill,Salt Lake City,Utah,84105,76,2019-12-12 12:05:06,2019-11-14 07:19:30
695,Browsetype,"Extirpation of Matter from Soft Palate, Perc Approach",436,877 Scofield Park,Arlington,Texas,76004,14,2019-12-02 01:23:16,2019-11-22 15:08:59
696,Eidel,"Excision of Right Upper Arm Muscle, Perc Approach, Diagn",754,045 3rd Junction,Hicksville,New York,11854,48,2019-12-25 21:08:08,2019-11-21 23:19:14
697,Jatri,"Occlusion of Middle Esophagus, Percutaneous Approach",716,4522 Nobel Point,Macon,Georgia,31210,77,2019-12-18 07:05:43,2019-11-01 11:40:50
698,Wikibox,"Extirpation of Matter from R Adrenal Gland, Perc Approach",879,6827 International Alley,Columbia,South Carolina,29208,29,2019-12-13 01:27:03,2019-10-29 13:08:53
699,Jabberbean,"Excision of Right Hand, Open Approach",672,5 Wayridge Court,Asheville,North Carolina,28815,67,2019-12-17 17:22:22,2019-11-19 15:49:17
700,Wordify,"Dilate Inf Mesent Art, Bifurc, w 3 Intralum Dev, Open",468,33 Kingsford Place,Portland,Oregon,97286,56,2019-12-19 19:26:00,2019-11-08 14:38:25
701,Trupe,Exercise Treatment of Resp Up Back/UE using Assist Equipment,91,650 Canary Lane,Lubbock,Texas,79410,27,2019-11-28 08:47:54,2019-11-16 20:35:07
702,Rhynoodle,"Excision of Left Pleura, Percutaneous Approach",390,6 Old Shore Center,El Paso,Texas,79950,79,2019-12-23 01:20:54,2019-10-27 06:07:58
703,Dynabox,"Excision of Bilateral Spermatic Cords, Open Approach, Diagn",490,49372 Cordelia Crossing,Portsmouth,New Hampshire,03804,33,2019-12-09 20:02:09,2019-11-09 17:55:12
704,Skimia,"Revision of Drain Dev in R Temporomandib Jt, Extern Approach",345,4903 Truax Parkway,Las Vegas,Nevada,89160,85,2019-11-29 18:00:26,2019-11-24 06:34:17
705,Nlounge,"Resection of Right Eustachian Tube, Via Opening",209,5 Florence Parkway,Vero Beach,Florida,32969,16,2019-12-03 09:01:15,2019-10-30 16:30:54
706,Ntag,"Insertion of Intraluminal Device into Ileum, Open Approach",238,109 Toban Alley,Ogden,Utah,84409,98,2019-12-07 14:06:31,2019-10-30 12:45:16
707,Tagopia,"Restriction of Gastric Art with Intralum Dev, Open Approach",501,79416 Twin Pines Junction,Omaha,Nebraska,68134,40,2019-12-07 17:01:13,2019-10-30 13:16:18
708,Wikido,"Extirpation of Matter from L Neck Muscle, Perc Endo Approach",325,0762 Di Loreto Way,Riverside,California,92513,10,2019-12-15 09:00:23,2019-11-08 01:31:44
709,Chatterpoint,HDR Brachytherapy of Abd Lymph using Oth Isotope,649,49139 Tony Place,Richmond,Virginia,23285,67,2019-12-21 18:12:27,2019-11-06 08:32:05
710,Edgewire,"Dilate R Axilla Art, Bifurc, w 4 Drug-elut, Perc",256,00273 Darwin Lane,El Paso,Texas,79989,60,2019-12-08 18:00:04,2019-11-05 15:15:20
711,Browsebug,"Fusion of R Acromioclav Jt with Autol Sub, Open Approach",196,82 Blue Bill Park Way,Yonkers,New York,10705,51,2019-12-10 04:45:08,2019-11-25 12:05:49
712,Wordtune,"Ultrasonography of Abdominal Aorta, Intravascular",682,1113 Holmberg Road,Berkeley,California,94712,53,2019-12-15 06:38:49,2019-11-07 07:28:33
713,Dabvine,Plain Radiography of Right Brachiocephalic-Subclavian Artery,1000,1 Monterey Way,New Orleans,Louisiana,70174,99,2019-12-12 02:24:44,2019-11-08 12:31:55
714,Twitterbridge,"Drainage of L Low Extrem Lymph, Perc Endo Approach, Diagn",715,6611 Pine View Pass,Arlington,Texas,76096,90,2019-12-10 18:26:17,2019-11-16 16:42:26
715,Fatz,"Removal of Synth Sub from R Humeral Shaft, Perc Approach",52,958 Bellgrove Parkway,Dayton,Ohio,45432,7,2019-12-12 17:51:54,2019-11-06 01:42:05
716,Skinte,"Reattachment of Left Neck Muscle, Open Approach",618,62 Birchwood Road,Scranton,Pennsylvania,18505,29,2019-12-01 12:19:38,2019-11-25 00:27:21
717,Skynoodle,Plain Radiography of Bladder using High Osmolar Contrast,282,2954 Leroy Road,Migrate,Kentucky,41905,91,2019-12-07 01:30:42,2019-11-06 09:15:16
718,Pixoboo,"Insertion of Monitor Dev into R Atrium, Perc Endo Approach",417,24570 Division Park,Buffalo,New York,14269,3,2019-12-10 14:46:12,2019-11-01 16:44:39
719,Bluezoom,"Division of Left Lower Arm and Wrist Muscle, Open Approach",188,377 Bonner Drive,Tulsa,Oklahoma,74149,79,2019-12-18 21:26:49,2019-11-08 03:06:58
720,Twiyo,Osteopathic Treatment of Lumbar Region using Fascial Release,570,134 Hayes Court,Nashville,Tennessee,37250,54,2019-12-12 19:02:15,2019-11-01 01:34:38
721,Zazio,"Resection of Thoracic Duct, Open Approach",310,530 Randy Parkway,Bronx,New York,10454,14,2019-12-11 04:59:39,2019-11-05 03:04:03
722,Oyoloo,"Replace R Sphenoid Bone w Nonaut Sub, Perc Endo",500,3 Coolidge Way,Vancouver,Washington,98682,31,2019-12-09 07:05:00,2019-11-24 19:45:49
723,Youopia,"Revision of Synth Sub in Hepatobil Duct, Open Approach",673,380 Golf Street,Carlsbad,California,92013,9,2019-12-26 08:32:56,2019-11-14 13:40:09
724,Rhyzio,"Transfuse Allo Unr Bone Marrow in Central Vein, Perc",276,680 Nobel Junction,Albuquerque,New Mexico,87190,39,2019-12-16 15:12:12,2019-10-30 20:02:07
725,Minyx,"Bypass 1 Cor Art from Cor V w Drug-elut Intra, Perc Endo",855,675 Continental Junction,Chicago,Illinois,60697,24,2019-12-12 08:34:19,2019-11-17 13:14:04
726,Flashdog,"Supplement Accessory Nerve with Autol Sub, Open Approach",667,3345 Tennessee Place,Tucson,Arizona,85754,97,2019-12-09 00:34:58,2019-11-01 12:41:57
727,Cogidoo,"Revision of Ext Fix in R Patella, Perc Approach",162,7 Holmberg Place,Washington,District of Columbia,20404,48,2019-12-16 12:56:06,2019-11-26 14:23:05
728,Yakidoo,Change Bandage on Left Inguinal Region,595,7 Mesta Terrace,Columbia,Missouri,65211,14,2019-12-03 12:02:12,2019-11-06 09:08:34
729,Ailane,"Measure of Arterial Saturation, Peripheral, Extern Approach",825,65 Golf Course Place,Worcester,Massachusetts,01654,15,2019-12-17 18:33:15,2019-11-16 06:34:20
730,Browsebug,"Excision of Peroneal Nerve, Open Approach, Diagnostic",269,52 Barby Lane,Evansville,Indiana,47737,89,2019-12-02 10:29:23,2019-11-25 22:53:14
731,Twitterbeat,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,289,10 Valley Edge Point,Dallas,Texas,75231,21,2019-12-03 12:10:03,2019-11-24 03:08:36
732,Zoombeat,"Excision of Tongue, Percutaneous Approach",205,4 Boyd Junction,Huntington,West Virginia,25709,28,2019-12-23 20:12:22,2019-11-15 21:40:07
733,Vitz,"Repair Right Breast, Via Natural or Artificial Opening",968,2 Melvin Street,Rockford,Illinois,61105,62,2019-12-19 18:13:21,2019-11-04 17:30:45
734,Jaxnation,"Dilation of L Ext Iliac Art, Bifurc, Perc Endo Approach",572,504 Erie Pass,Long Beach,California,90810,44,2019-11-28 11:55:34,2019-10-27 12:57:30
735,Trilia,Auditory Processing Treatment using Computer,462,51 Marquette Center,Oklahoma City,Oklahoma,73142,27,2019-12-14 00:05:47,2019-11-24 20:05:21
736,Oloo,"Supplement L Metatarsophal Jt with Synth Sub, Perc Approach",716,1354 Armistice Street,Cleveland,Ohio,44125,64,2019-12-05 21:23:54,2019-11-12 00:57:21
737,Tazzy,"Revision of Synth Sub in Male Perineum, Extern Approach",454,628 Trailsway Alley,Lake Worth,Florida,33467,88,2019-12-21 22:30:13,2019-11-12 10:27:29
738,Voonder,"Restriction of Urethra with Extralum Dev, Perc Endo Approach",868,5122 Bartelt Way,Chicago,Illinois,60619,31,2019-12-11 12:14:49,2019-10-28 15:25:36
739,Yamia,"Dilation of R Brach Art with 4+ Intralum Dev, Perc Approach",876,01 Clarendon Avenue,Salt Lake City,Utah,84135,63,2019-11-28 03:03:39,2019-11-06 00:37:41
740,Gabvine,"Drainage of L Shoulder Bursa/Lig, Perc Approach, Diagn",560,5488 Victoria Drive,Augusta,Georgia,30919,29,2019-12-19 07:48:20,2019-11-25 18:27:08
741,Topiclounge,"Supplement Hemiazygos Vein with Nonaut Sub, Open Approach",837,58035 Cascade Avenue,Spokane,Washington,99252,57,2019-12-03 18:26:14,2019-11-16 00:44:58
742,Edgepulse,"Bypass L Int Iliac Art to R Int Ilia w Synth Sub, Perc Endo",998,63776 Declaration Terrace,Oklahoma City,Oklahoma,73135,98,2019-11-29 08:50:37,2019-11-18 14:31:36
743,Pixonyx,Immobilization of Left Upper Arm using Cast,409,94 Washington Court,New Orleans,Louisiana,70160,76,2019-12-20 06:24:05,2019-11-22 08:40:14
744,Twitterworks,"Repair Nervous System in POC, Perc Approach",77,0111 Brickson Park Parkway,Los Angeles,California,90025,81,2019-12-14 19:34:05,2019-11-12 16:09:22
745,Fanoodle,"Revision of Autol Sub in Testis, Perc Approach",481,8 Washington Circle,Montgomery,Alabama,36195,44,2019-12-01 11:18:12,2019-11-01 21:15:28
746,Browsetype,"Release Left Lacrimal Duct, Percutaneous Approach",48,8733 Westerfield Terrace,Fort Myers,Florida,33913,46,2019-12-10 03:41:44,2019-10-29 23:05:02
747,Jabbersphere,"Division of Left Thorax Tendon, Percutaneous Approach",370,8 Northwestern Circle,Baltimore,Maryland,21239,74,2019-12-13 23:26:36,2019-11-10 22:16:04
748,Quinu,"Revision of Infusion Device in Fallopian Tube, Perc Approach",533,2 Morning Pass,Evansville,Indiana,47712,93,2019-12-18 15:36:45,2019-11-02 23:03:03
749,Jabberbean,"Extirpation of Matter from Abd Aorta, Bifurc, Open Approach",712,95487 Old Shore Terrace,Boise,Idaho,83757,14,2019-12-24 20:00:15,2019-11-11 03:54:31
750,Feedfire,"Transfer L Abd Muscle with Skin, Subcu, Perc Endo Approach",724,0 High Crossing Drive,Toledo,Ohio,43635,28,2019-12-04 02:50:44,2019-11-04 14:45:55
751,Jazzy,"Reposition Thoracic Nerve, Percutaneous Approach",905,5 Village Green Avenue,Green Bay,Wisconsin,54313,69,2019-12-18 07:50:31,2019-11-26 04:24:49
752,Fatz,"Dilation of L Ant Tib Art with 3 Drug-elut, Perc Approach",661,24 Sachs Terrace,San Francisco,California,94169,36,2019-12-02 03:15:24,2019-11-03 17:46:10
753,Zoomcast,"Excision of Lingula Bronchus, Endo",841,733 Clyde Gallagher Alley,Hot Springs National Park,Arkansas,71914,71,2019-12-24 10:42:46,2019-11-12 19:59:29
754,Quamba,"Occlusion R Subclav Art w Extralum Dev, Perc Endo",212,05 Bay Center,Huntsville,Alabama,35810,46,2019-12-01 06:26:51,2019-10-30 13:56:19
755,Jabberbean,"Removal of Infusion Device from Face, Perc Endo Approach",457,98337 Springview Road,El Paso,Texas,79989,42,2019-12-16 03:51:01,2019-11-21 16:58:32
756,Mita,"Introduce Low dose IL-2 in Epidural Space, Perc",49,8332 Main Alley,Minneapolis,Minnesota,55448,93,2019-12-15 08:33:42,2019-11-08 02:09:47
757,Bluezoom,"Removal of Autol Sub from R Up Extrem, Open Approach",183,9357 American Ash Circle,Houston,Texas,77266,94,2019-11-28 00:34:48,2019-11-15 16:30:35
758,Mynte,"Bypass Bladder to Cutan with Nonaut Sub, Perc Endo Approach",471,16 Shopko Drive,Greenville,South Carolina,29610,56,2019-12-14 23:11:35,2019-11-12 05:46:15
759,Latz,"Reposition Coccyx with Int Fix, Open Approach",238,867 International Crossing,New York City,New York,10260,41,2019-12-12 18:37:03,2019-11-04 09:22:20
760,Brightbean,"Supplement Head & Neck Tendon w Synth Sub, Perc Endo",310,7891 Kennedy Drive,Fort Lauderdale,Florida,33320,90,2019-12-15 05:52:23,2019-10-30 14:21:30
761,Trunyx,"Female Reproductive System, Extirpation",921,2 2nd Alley,Aurora,Colorado,80015,17,2019-12-08 01:26:02,2019-11-06 04:38:37
762,Zoomzone,"Occlusion of L Verteb Art with Intralum Dev, Perc Approach",438,5590 Bunting Street,Tampa,Florida,33625,56,2019-12-17 09:59:49,2019-11-26 03:34:29
763,Topiclounge,"Insertion of Spacer into Lumbosacral Disc, Perc Approach",311,91231 Morningstar Pass,Knoxville,Tennessee,37939,40,2019-12-15 14:49:51,2019-10-28 10:43:47
764,Bubbletube,HDR Brachytherapy of Peripheral Nerve using Iodine 125,882,7 Utah Drive,Rochester,New York,14652,52,2019-12-10 09:16:17,2019-11-02 02:15:42
765,Midel,"Bypass Left Fallopian Tube to L Fallop, Open Approach",317,63 Schiller Drive,Cleveland,Ohio,44125,86,2019-12-01 11:13:14,2019-11-15 09:22:44
766,Zoovu,"Release Left Mandible, Percutaneous Approach",110,4700 Fordem Center,Grand Rapids,Michigan,49510,27,2019-12-18 21:44:21,2019-11-09 11:52:58
767,Aibox,"Inspection of Vulva, External Approach",280,71219 Karstens Drive,Bradenton,Florida,34282,96,2019-11-28 06:27:49,2019-11-02 20:44:07
768,Mymm,"Restriction of Small Intestine, Perc Endo Approach",985,48 Oak Valley Park,El Paso,Texas,88584,90,2019-12-19 17:52:06,2019-11-01 04:13:50
769,Wikido,"Insertion of Ext Fix into L Finger Phalanx Jt, Open Approach",751,3 2nd Parkway,Lexington,Kentucky,40546,24,2019-12-13 10:40:38,2019-10-28 16:34:36
770,Mymm,"Removal of Infusion Device from Periton Cav, Open Approach",730,02899 La Follette Point,Lexington,Kentucky,40546,15,2019-12-07 23:54:08,2019-11-07 12:32:57
771,Buzzbean,"Drainage of L Abd Tendon with Drain Dev, Perc Approach",863,00 Claremont Junction,Saint Paul,Minnesota,55103,17,2019-12-12 11:57:46,2019-11-09 10:34:04
772,Ailane,"Dilate L Ulnar Art, Bifurc, w 2 Intralum Dev, Open",744,4151 Victoria Trail,Springfield,Illinois,62711,93,2019-12-14 14:13:42,2019-11-03 00:38:55
773,Wordpedia,"Control Bleeding in Right Pleural Cavity, Open Approach",715,24615 Beilfuss Lane,Lima,Ohio,45807,5,2019-12-11 15:33:53,2019-11-09 19:22:06
774,Browsecat,"Repair Appendix, Endo",561,73570 Northland Trail,Palatine,Illinois,60078,71,2019-11-30 17:34:03,2019-10-29 09:31:29
775,Voonder,"Insertion of Pedcl Stabl Dev into Thor Jt, Open Approach",166,40 Northwestern Way,Sioux Falls,South Dakota,57193,1,2019-12-06 14:28:57,2019-11-14 00:15:45
776,Voonyx,"Reposition R Sphenoid Bone with Int Fix, Perc Endo Approach",865,5149 Montana Junction,Washington,District of Columbia,20268,72,2019-11-29 05:27:52,2019-10-27 13:20:38
777,Pixonyx,"Bypass L Fallopian Tube to Uterus w Synth Sub, Open",111,3837 Forest Run Plaza,Philadelphia,Pennsylvania,19125,86,2019-12-07 01:10:03,2019-11-19 08:07:24
778,Kimia,"Revision of Nonaut Sub in L Femur Shaft, Extern Approach",12,5 Brentwood Drive,Washington,District of Columbia,20226,16,2019-12-11 23:15:12,2019-11-25 04:47:49
779,Trudoo,"Revision of Drainage Device in Spinal Cord, Perc Approach",392,97136 Hooker Junction,Boise,Idaho,83716,56,2019-12-11 22:22:38,2019-11-15 20:27:35
780,Oyoba,"Release Left Trunk Bursa and Ligament, External Approach",404,72231 Red Cloud Park,Columbia,South Carolina,29208,66,2019-12-23 01:20:50,2019-11-05 17:59:26
781,Zoozzy,"Destruction of Left Thorax Bursa and Ligament, Perc Approach",519,78299 Crest Line Parkway,Saint Petersburg,Florida,33742,58,2019-12-10 01:51:13,2019-11-08 17:39:25
782,Jabbercube,"Fragmentation in Left Large Intestine, Via Opening",268,0 Grim Court,Nashville,Tennessee,37250,55,2019-12-26 05:33:10,2019-11-20 23:41:17
783,Brainlounge,"Remove Int Fix from R Metatarsophal Jt, Perc Endo",296,803 Bluestem Circle,Springfield,Massachusetts,01114,66,2019-12-06 20:26:44,2019-11-25 16:48:00
784,Skivee,"Fusion 2-6 C Jt w Intbd Fus Dev, Post Appr P Col, Perc Endo",331,3953 Colorado Junction,Milwaukee,Wisconsin,53234,98,2019-12-25 19:00:53,2019-11-01 22:37:00
